project,url,label,activity,comments,prs,commits,issues,authors
RIOT-OS,"",2017-02,961,739,107,86,29,27
RIOT-OS,"",2017-03,1439,1160,144,105,30,27
frappe,"",2016-01,814,312,128,271,103,29
frappe,"",2016-02,660,301,104,161,94,29
frappe,"",2016-03,973,318,178,360,117,36
frappe,"",2016-04,955,400,128,295,132,36
frappe,"",2016-05,413,152,74,119,68,36
frappe,"",2016-06,590,281,63,116,130,36
frappe,"",2016-07,1186,426,205,346,209,36
frappe,"",2016-08,1280,520,195,353,212,39
frappe,"",2016-09,1167,425,220,352,170,41
frappe,"",2016-10,1092,378,197,340,177,41
frappe,"",2016-11,1330,471,260,373,226,48
frappe,"",2016-12,1342,544,214,382,202,48
frappe,"",2017-01,1091,404,186,304,197,48
frappe,"",2017-02,1116,457,216,260,183,48
frappe,"",2017-03,1522,524,297,404,297,58
Mesosphere,mesosphere.com,2016-01,1170,631,85,287,167,25
Mesosphere,mesosphere.com,2016-02,1354,713,113,335,193,32
Mesosphere,mesosphere.com,2016-03,1217,548,99,391,179,32
Mesosphere,mesosphere.com,2016-04,1427,728,144,418,137,43
Mesosphere,mesosphere.com,2016-05,518,260,40,146,72,43
Mesosphere,mesosphere.com,2016-06,532,289,60,135,48,43
Mesosphere,mesosphere.com,2016-07,853,447,57,295,54,43
Mesosphere,mesosphere.com,2016-08,787,365,56,304,62,43
Mesosphere,mesosphere.com,2016-09,1876,837,166,780,93,43
Mesosphere,mesosphere.com,2016-10,900,402,52,408,38,43
Mesosphere,mesosphere.com,2016-11,854,368,28,358,100,43
Mesosphere,mesosphere.com,2016-12,1334,565,78,545,146,48
Mesosphere,mesosphere.com,2017-01,824,377,26,304,117,48
Mesosphere,mesosphere.com,2017-02,1258,619,45,420,174,48
Mesosphere,mesosphere.com,2017-03,592,162,33,357,40,48
deeplearning4j,"",2016-01,500,84,52,314,50,12
deeplearning4j,"",2016-02,652,121,58,413,60,21
deeplearning4j,"",2016-03,995,289,141,416,149,32
deeplearning4j,"",2016-04,1135,334,134,558,109,33
deeplearning4j,"",2016-05,1496,573,150,584,189,52
deeplearning4j,"",2016-06,741,327,69,271,74,52
deeplearning4j,"",2016-07,1163,406,134,507,116,52
deeplearning4j,"",2016-08,543,224,54,181,84,52
deeplearning4j,"",2016-09,440,100,51,245,44,52
deeplearning4j,"",2016-10,929,390,92,338,109,52
deeplearning4j,"",2016-11,1415,590,127,562,136,52
deeplearning4j,"",2016-12,1442,542,154,590,156,54
deeplearning4j,"",2017-01,1274,424,101,614,135,54
deeplearning4j,"",2017-02,1189,503,120,463,103,54
deeplearning4j,"",2017-03,1258,630,124,303,201,55
EFForg,"",2016-01,1138,533,281,256,68,49
EFForg,"",2016-02,726,433,147,96,50,49
EFForg,"",2016-03,1071,608,219,149,95,49
EFForg,"",2016-04,623,330,158,100,35,49
EFForg,"",2016-05,821,435,296,52,38,49
EFForg,"",2016-06,1173,377,616,135,45,49
EFForg,"",2016-07,682,363,239,29,51,49
EFForg,"",2016-08,1295,619,513,98,65,49
EFForg,"",2016-09,1207,666,434,42,65,49
EFForg,"",2016-10,872,516,187,118,51,49
EFForg,"",2016-11,837,521,180,57,79,49
EFForg,"",2016-12,931,520,305,77,29,49
EFForg,"",2017-01,1012,593,233,94,92,49
EFForg,"",2017-02,1068,339,521,165,43,49
EFForg,"",2017-03,1216,592,468,101,55,49
systemd,"",2016-01,980,660,136,79,105,31
systemd,"",2016-02,1168,825,152,76,115,31
systemd,"",2016-03,828,583,92,75,78,39
systemd,"",2016-04,1079,790,138,64,87,39
systemd,"",2016-05,977,670,131,69,107,39
systemd,"",2016-06,912,661,107,61,83,39
systemd,"",2016-07,779,548,104,48,79,39
systemd,"",2016-08,883,626,98,59,100,39
systemd,"",2016-09,734,498,88,66,82,42
systemd,"",2016-10,1382,1027,146,98,111,42
systemd,"",2016-11,1146,842,108,75,121,42
systemd,"",2016-12,830,577,88,50,115,42
systemd,"",2017-01,737,468,97,75,97,43
systemd,"",2017-02,1170,846,129,84,111,43
systemd,"",2017-03,941,697,90,58,96,43
hazelcast,"",2016-01,1090,684,131,167,108,22
hazelcast,"",2016-02,1116,684,137,210,85,27
hazelcast,"",2016-03,1243,753,199,223,68,27
hazelcast,"",2016-04,928,636,111,111,70,27
hazelcast,"",2016-05,1438,976,140,215,107,40
hazelcast,"",2016-06,1086,660,141,205,80,40
hazelcast,"",2016-07,805,519,90,128,68,40
hazelcast,"",2016-08,750,432,119,109,90,40
hazelcast,"",2016-09,878,481,137,184,76,40
hazelcast,"",2016-10,798,436,127,173,62,40
hazelcast,"",2016-11,673,383,104,143,43,40
hazelcast,"",2016-12,883,458,160,206,59,40
hazelcast,"",2017-01,1011,564,152,208,87,40
hazelcast,"",2017-02,633,267,125,158,83,40
hazelcast,"",2017-03,776,380,142,182,72,40
idaholab,"",2016-01,847,523,95,151,78,20
idaholab,"",2016-02,722,445,93,97,87,21
idaholab,"",2016-03,825,522,103,124,76,22
idaholab,"",2016-04,981,628,107,141,105,22
idaholab,"",2016-05,1155,783,114,159,99,33
idaholab,"",2016-06,798,542,72,121,63,33
idaholab,"",2016-07,972,629,98,156,89,33
idaholab,"",2016-08,988,586,120,176,106,33
idaholab,"",2016-09,846,576,79,138,53,33
idaholab,"",2016-10,1031,682,105,161,83,33
idaholab,"",2016-11,956,650,101,134,71,33
idaholab,"",2016-12,549,354,56,91,48,33
idaholab,"",2017-01,1122,784,103,164,71,33
idaholab,"",2017-02,884,583,104,116,81,33
idaholab,"",2017-03,1179,761,133,209,76,33
w3c,"",2016-01,259,135,50,62,12,28
w3c,"",2016-02,298,147,15,107,29,28
w3c,"",2016-03,271,97,20,130,24,28
w3c,"",2016-04,1355,832,182,251,90,71
w3c,"",2016-05,1354,807,139,312,96,71
w3c,"",2016-06,1132,504,199,363,66,79
w3c,"",2016-07,552,384,17,58,93,79
w3c,"",2016-08,894,423,256,192,23,79
w3c,"",2016-09,1060,513,190,290,67,79
w3c,"",2016-10,1103,468,253,336,46,79
w3c,"",2016-11,1495,945,154,262,134,90
w3c,"",2016-12,590,258,109,208,15,90
w3c,"",2017-01,1574,853,234,336,151,90
w3c,"",2017-02,1052,534,226,269,23,90
w3c,"",2017-03,860,496,157,177,30,90
JabRef,"",2016-01,852,485,77,213,77,19
JabRef,"",2016-02,783,447,83,190,63,19
JabRef,"",2016-03,1378,949,116,235,78,19
JabRef,"",2016-04,1656,994,161,392,109,27
JabRef,"",2016-05,875,548,76,179,72,29
JabRef,"",2016-06,473,282,30,117,44,29
JabRef,"",2016-07,884,584,88,181,31,29
JabRef,"",2016-08,973,608,75,213,77,29
JabRef,"",2016-09,1136,782,148,135,71,29
JabRef,"",2016-10,878,568,69,193,48,29
JabRef,"",2016-11,670,400,52,158,60,29
JabRef,"",2016-12,987,474,79,391,43,29
JabRef,"",2017-01,439,301,23,70,45,29
JabRef,"",2017-02,684,348,54,237,45,29
JabRef,"",2017-03,732,443,54,181,54,29
emberjs,"",2016-01,1106,766,105,134,101,33
emberjs,"",2016-02,382,276,32,42,32,33
emberjs,"",2016-03,1451,1007,169,164,111,47
emberjs,"",2016-04,1354,961,141,159,93,50
emberjs,"",2016-05,1005,670,134,140,61,50
emberjs,"",2016-06,1279,824,201,144,110,50
emberjs,"",2016-07,846,541,116,111,78,50
emberjs,"",2016-08,705,459,78,100,68,50
emberjs,"",2016-09,873,578,95,90,110,50
emberjs,"",2016-10,1081,739,119,143,80,50
emberjs,"",2016-11,372,257,31,39,45,50
emberjs,"",2016-12,479,322,38,59,60,50
emberjs,"",2017-01,639,373,90,109,67,50
emberjs,"",2017-02,244,146,27,53,18,50
emberjs,"",2017-03,1144,670,183,189,102,60
galaxyproject,"",2016-01,836,593,88,72,83,14
galaxyproject,"",2016-02,1108,785,108,122,93,19
galaxyproject,"",2016-03,1524,1056,186,171,111,31
galaxyproject,"",2016-04,969,605,140,148,76,31
galaxyproject,"",2016-05,758,475,100,120,63,31
galaxyproject,"",2016-06,645,440,76,65,64,31
galaxyproject,"",2016-07,757,552,81,91,33,31
galaxyproject,"",2016-08,1022,714,126,121,61,31
galaxyproject,"",2016-09,633,453,72,71,37,31
galaxyproject,"",2016-10,572,382,78,74,38,31
galaxyproject,"",2016-11,609,417,75,67,50,31
galaxyproject,"",2016-12,619,401,82,77,59,31
galaxyproject,"",2017-01,667,444,95,88,40,31
galaxyproject,"",2017-02,974,471,142,291,70,31
galaxyproject,"",2017-03,1202,583,140,394,85,31
OfficeDev,"",2016-01,411,208,36,140,27,20
OfficeDev,"",2016-02,522,291,35,127,69,20
OfficeDev,"",2016-03,1212,393,227,477,115,82
OfficeDev,"",2016-04,594,172,81,294,47,82
OfficeDev,"",2016-05,1454,554,193,626,81,82
OfficeDev,"",2016-06,779,271,178,248,82,82
OfficeDev,"",2016-07,365,142,33,143,47,82
OfficeDev,"",2016-08,1100,367,265,392,76,82
OfficeDev,"",2016-09,486,162,115,181,28,82
OfficeDev,"",2016-10,743,288,135,247,73,82
OfficeDev,"",2016-11,1174,504,156,352,162,82
OfficeDev,"",2016-12,514,172,73,192,77,82
OfficeDev,"",2017-01,971,480,149,242,100,82
OfficeDev,"",2017-02,769,371,124,153,121,82
OfficeDev,"",2017-03,1106,536,142,288,140,82
neo4j,"",2016-01,711,326,139,216,30,29
neo4j,"",2016-02,843,364,207,242,30,29
neo4j,"",2016-03,1171,518,245,363,45,36
neo4j,"",2016-04,898,372,165,321,40,36
neo4j,"",2016-05,1136,519,205,364,48,49
neo4j,"",2016-06,867,338,181,315,33,49
neo4j,"",2016-07,772,273,141,326,32,49
neo4j,"",2016-08,670,241,159,248,22,49
neo4j,"",2016-09,940,391,209,322,18,49
neo4j,"",2016-10,782,284,189,278,31,49
neo4j,"",2016-11,688,234,163,271,20,49
neo4j,"",2016-12,485,204,81,179,21,49
neo4j,"",2017-01,760,312,155,275,18,49
neo4j,"",2017-02,666,257,144,237,28,49
neo4j,"",2017-03,782,275,186,288,33,49
acemod,"",2016-01,1079,757,72,170,80,14
acemod,"",2016-02,1311,828,115,269,99,30
acemod,"",2016-03,1069,736,86,163,84,30
acemod,"",2016-04,505,308,53,95,49,30
acemod,"",2016-05,818,480,73,220,45,32
acemod,"",2016-06,979,551,111,269,48,32
acemod,"",2016-07,1035,662,92,204,77,32
acemod,"",2016-08,804,469,87,213,35,32
acemod,"",2016-09,1249,753,106,318,72,32
acemod,"",2016-10,835,531,73,172,59,32
acemod,"",2016-11,589,277,79,199,34,32
acemod,"",2016-12,442,193,35,186,28,32
acemod,"",2017-01,302,171,30,64,37,32
acemod,"",2017-02,423,256,40,71,56,32
acemod,"",2017-03,450,284,47,74,45,32
rapid7,"",2016-01,849,671,63,69,46,37
rapid7,"",2016-02,679,496,82,68,33,37
rapid7,"",2016-03,713,478,87,113,35,39
rapid7,"",2016-04,644,458,65,79,42,39
rapid7,"",2016-05,667,464,66,102,35,39
rapid7,"",2016-06,733,529,85,78,41,39
rapid7,"",2016-07,681,466,71,95,49,43
rapid7,"",2016-08,623,459,59,70,35,43
rapid7,"",2016-09,822,595,89,99,39,46
rapid7,"",2016-10,876,658,73,90,55,46
rapid7,"",2016-11,837,613,71,96,57,46
rapid7,"",2016-12,923,702,80,87,54,46
rapid7,"",2017-01,942,725,81,93,43,46
rapid7,"",2017-02,845,618,92,87,48,46
rapid7,"",2017-03,951,727,88,89,47,46
open-mpi,"",2016-01,450,323,44,63,20,14
open-mpi,"",2016-02,502,375,49,60,18,14
open-mpi,"",2016-03,582,413,60,90,19,16
open-mpi,"",2016-04,628,432,67,96,33,18
open-mpi,"",2016-05,806,645,64,68,29,20
open-mpi,"",2016-06,683,538,44,65,36,20
open-mpi,"",2016-07,550,404,56,72,18,20
open-mpi,"",2016-08,677,483,79,101,14,20
open-mpi,"",2016-09,826,621,86,92,27,20
open-mpi,"",2016-10,862,587,133,117,25,20
open-mpi,"",2016-11,872,586,135,125,26,22
open-mpi,"",2016-12,855,549,126,137,43,22
open-mpi,"",2017-01,1200,786,194,174,46,26
open-mpi,"",2017-02,1101,764,140,156,41,28
open-mpi,"",2017-03,984,632,148,152,52,28
druid-io,"",2016-01,893,648,127,77,41,22
druid-io,"",2016-02,1085,727,139,175,44,27
druid-io,"",2016-03,1365,913,237,157,58,27
druid-io,"",2016-04,803,562,112,81,48,27
druid-io,"",2016-05,854,604,115,75,60,27
druid-io,"",2016-06,1024,671,178,135,40,27
druid-io,"",2016-07,572,413,66,49,44,27
druid-io,"",2016-08,627,442,88,57,40,27
druid-io,"",2016-09,594,414,81,55,44,27
druid-io,"",2016-10,517,340,79,59,39,27
druid-io,"",2016-11,675,502,84,64,25,27
druid-io,"",2016-12,550,396,63,62,29,27
druid-io,"",2017-01,541,397,69,42,33,27
druid-io,"",2017-02,726,544,97,61,24,27
druid-io,"",2017-03,693,519,50,67,57,27
openwrt,"",2016-01,520,284,99,114,23,45
openwrt,"",2016-02,461,268,84,77,32,45
openwrt,"",2016-03,569,317,96,123,33,47
openwrt,"",2016-04,438,274,67,78,19,47
openwrt,"",2016-05,619,358,124,108,29,58
openwrt,"",2016-06,598,370,93,106,29,58
openwrt,"",2016-07,524,334,81,92,17,58
openwrt,"",2016-08,531,334,98,82,17,58
openwrt,"",2016-09,659,379,124,131,25,58
openwrt,"",2016-10,676,393,128,121,34,58
openwrt,"",2016-11,1017,599,209,156,53,75
openwrt,"",2016-12,1012,701,130,134,47,75
openwrt,"",2017-01,1788,1203,222,269,94,98
openwrt,"",2017-02,1068,677,161,187,43,98
openwrt,"",2017-03,840,523,128,145,44,98
greenplum-db,"",2016-01,577,363,84,114,16,30
greenplum-db,"",2016-02,761,508,108,120,25,37
greenplum-db,"",2016-03,993,722,123,121,27,41
greenplum-db,"",2016-04,596,405,85,89,17,41
greenplum-db,"",2016-05,743,509,105,106,23,41
greenplum-db,"",2016-06,613,382,93,127,11,41
greenplum-db,"",2016-07,539,333,87,106,13,41
greenplum-db,"",2016-08,547,340,77,108,22,41
greenplum-db,"",2016-09,420,268,55,78,19,41
greenplum-db,"",2016-10,577,382,86,89,20,41
greenplum-db,"",2016-11,784,483,108,172,21,41
greenplum-db,"",2016-12,620,360,98,148,14,42
greenplum-db,"",2017-01,899,562,139,177,21,45
greenplum-db,"",2017-02,1221,693,225,289,14,54
greenplum-db,"",2017-03,1317,768,217,302,30,54
Microsoft Orleans,dotnet.github.io/orleans,2016-01,1075,801,80,132,62,23
Microsoft Orleans,dotnet.github.io/orleans,2016-02,994,740,75,91,88,23
Microsoft Orleans,dotnet.github.io/orleans,2016-03,806,584,87,94,41,23
Microsoft Orleans,dotnet.github.io/orleans,2016-04,592,439,54,55,44,23
Microsoft Orleans,dotnet.github.io/orleans,2016-05,522,380,44,61,37,25
Microsoft Orleans,dotnet.github.io/orleans,2016-06,704,557,50,52,45,25
Microsoft Orleans,dotnet.github.io/orleans,2016-07,724,533,79,74,38,25
Microsoft Orleans,dotnet.github.io/orleans,2016-08,793,609,60,72,52,29
Microsoft Orleans,dotnet.github.io/orleans,2016-09,754,522,100,90,42,29
Microsoft Orleans,dotnet.github.io/orleans,2016-10,845,607,100,103,35,29
Microsoft Orleans,dotnet.github.io/orleans,2016-11,587,449,51,48,39,29
Microsoft Orleans,dotnet.github.io/orleans,2016-12,507,362,53,51,41,29
Microsoft Orleans,dotnet.github.io/orleans,2017-01,707,535,66,62,44,29
Microsoft Orleans,dotnet.github.io/orleans,2017-02,787,553,94,97,43,29
Microsoft Orleans,dotnet.github.io/orleans,2017-03,540,347,81,82,30,29
xcat2,"",2016-01,536,330,64,71,71,17
xcat2,"",2016-02,309,205,39,31,34,17
xcat2,"",2016-03,740,475,85,128,52,21
xcat2,"",2016-04,624,404,71,81,68,21
xcat2,"",2016-05,1027,675,125,119,108,29
xcat2,"",2016-06,900,553,121,133,93,29
xcat2,"",2016-07,776,493,111,111,61,29
xcat2,"",2016-08,815,505,104,119,87,29
xcat2,"",2016-09,717,474,74,96,73,29
xcat2,"",2016-10,714,504,76,68,66,29
xcat2,"",2016-11,939,621,112,123,83,29
xcat2,"",2016-12,499,304,78,73,44,29
xcat2,"",2017-01,484,315,64,69,36,29
xcat2,"",2017-02,494,318,72,56,48,29
xcat2,"",2017-03,1046,689,120,115,122,29
HashiCorp Nomad,nomadproject.io,2016-01,605,280,48,230,47,14
HashiCorp Nomad,nomadproject.io,2016-02,809,322,93,346,48,16
HashiCorp Nomad,nomadproject.io,2016-03,932,408,103,361,60,20
HashiCorp Nomad,nomadproject.io,2016-04,599,336,49,135,79,20
HashiCorp Nomad,nomadproject.io,2016-05,505,183,53,231,38,20
HashiCorp Nomad,nomadproject.io,2016-06,780,299,107,322,52,20
HashiCorp Nomad,nomadproject.io,2016-07,663,316,76,229,42,20
HashiCorp Nomad,nomadproject.io,2016-08,1080,489,128,408,55,27
HashiCorp Nomad,nomadproject.io,2016-09,567,307,56,155,49,27
HashiCorp Nomad,nomadproject.io,2016-10,575,231,66,216,62,27
HashiCorp Nomad,nomadproject.io,2016-11,686,345,80,193,68,27
HashiCorp Nomad,nomadproject.io,2016-12,564,322,37,138,67,27
HashiCorp Nomad,nomadproject.io,2017-01,711,370,56,223,62,27
HashiCorp Nomad,nomadproject.io,2017-02,630,267,70,246,47,27
HashiCorp Nomad,nomadproject.io,2017-03,730,380,74,214,62,27
SeleniumHQ,"",2016-01,819,568,20,109,122,21
SeleniumHQ,"",2016-02,843,589,44,90,120,22
SeleniumHQ,"",2016-03,800,488,27,126,159,26
SeleniumHQ,"",2016-04,450,276,13,42,119,26
SeleniumHQ,"",2016-05,528,308,37,62,121,26
SeleniumHQ,"",2016-06,890,550,29,116,195,26
SeleniumHQ,"",2016-07,554,356,12,72,114,26
SeleniumHQ,"",2016-08,579,358,22,66,133,26
SeleniumHQ,"",2016-09,744,479,34,105,126,26
SeleniumHQ,"",2016-10,695,389,34,127,145,26
SeleniumHQ,"",2016-11,733,502,32,77,122,26
SeleniumHQ,"",2016-12,479,309,27,49,94,26
SeleniumHQ,"",2017-01,546,343,21,75,107,26
SeleniumHQ,"",2017-02,726,490,30,88,118,26
SeleniumHQ,"",2017-03,901,563,19,177,142,26
auth0,"",2016-01,277,30,76,107,64,29
auth0,"",2016-02,376,53,104,160,59,30
auth0,"",2016-03,370,66,113,170,21,34
auth0,"",2016-04,349,42,127,162,18,37
auth0,"",2016-05,352,45,137,150,20,41
auth0,"",2016-06,676,143,245,245,43,41
auth0,"",2016-07,1037,427,258,286,66,67
auth0,"",2016-08,974,496,196,232,50,67
auth0,"",2016-09,874,381,210,253,30,67
auth0,"",2016-10,1078,398,218,359,103,67
auth0,"",2016-11,606,187,179,224,16,67
auth0,"",2016-12,716,149,193,314,60,67
auth0,"",2017-01,1079,264,267,453,95,67
auth0,"",2017-02,467,62,172,216,17,67
auth0,"",2017-03,876,246,216,336,78,67
scipy,"",2016-01,888,703,74,58,53,29
scipy,"",2016-02,737,557,69,66,45,33
scipy,"",2016-03,703,556,56,40,51,33
scipy,"",2016-04,592,446,48,41,57,33
scipy,"",2016-05,500,397,37,28,38,33
scipy,"",2016-06,747,555,75,52,65,33
scipy,"",2016-07,571,439,40,27,65,33
scipy,"",2016-08,581,459,46,32,44,33
scipy,"",2016-09,759,598,61,52,48,33
scipy,"",2016-10,736,605,53,41,37,33
scipy,"",2016-11,446,354,37,26,29,33
scipy,"",2016-12,569,454,44,31,40,33
scipy,"",2017-01,664,534,42,45,43,33
scipy,"",2017-02,696,508,74,67,47,33
scipy,"",2017-03,751,570,58,50,73,33
18F,"",2016-01,210,71,35,93,11,17
18F,"",2016-02,347,211,29,88,19,17
18F,"",2016-03,422,246,57,95,24,17
18F,"",2016-04,295,44,52,186,13,24
18F,"",2016-05,1714,683,205,732,94,71
18F,"",2016-06,1457,590,171,612,84,71
18F,"",2016-07,343,191,36,83,33,71
18F,"",2016-08,843,343,108,318,74,71
18F,"",2016-09,734,303,98,263,70,71
18F,"",2016-10,762,280,102,294,86,71
18F,"",2016-11,396,137,82,159,18,71
18F,"",2016-12,286,111,60,104,11,71
18F,"",2017-01,546,275,62,170,39,71
18F,"",2017-02,768,354,85,286,43,71
18F,"",2017-03,550,341,32,154,23,71
AnalyticalGraphicsInc,"",2016-01,626,342,73,177,34,17
AnalyticalGraphicsInc,"",2016-02,934,591,107,194,42,17
AnalyticalGraphicsInc,"",2016-03,832,446,97,239,50,17
AnalyticalGraphicsInc,"",2016-04,458,222,51,152,33,17
AnalyticalGraphicsInc,"",2016-05,544,273,59,172,40,22
AnalyticalGraphicsInc,"",2016-06,520,252,48,185,35,22
AnalyticalGraphicsInc,"",2016-07,338,196,27,79,36,22
AnalyticalGraphicsInc,"",2016-08,601,291,46,225,39,22
AnalyticalGraphicsInc,"",2016-09,701,307,55,291,48,22
AnalyticalGraphicsInc,"",2016-10,919,546,74,234,65,23
AnalyticalGraphicsInc,"",2016-11,583,303,46,172,62,23
AnalyticalGraphicsInc,"",2016-12,523,311,45,128,39,23
AnalyticalGraphicsInc,"",2017-01,804,495,85,175,49,23
AnalyticalGraphicsInc,"",2017-02,573,335,61,145,32,23
AnalyticalGraphicsInc,"",2017-03,653,376,60,173,44,23
pfnet,"",2016-01,475,214,56,178,27,16
pfnet,"",2016-02,563,232,75,228,28,20
pfnet,"",2016-03,493,200,77,194,22,20
pfnet,"",2016-04,297,119,47,112,19,20
pfnet,"",2016-05,502,201,68,214,19,20
pfnet,"",2016-06,536,248,70,188,30,21
pfnet,"",2016-07,703,342,74,249,38,25
pfnet,"",2016-08,705,339,96,233,37,25
pfnet,"",2016-09,727,359,110,212,46,25
pfnet,"",2016-10,516,281,60,142,33,25
pfnet,"",2016-11,572,289,92,165,26,25
pfnet,"",2016-12,564,264,72,178,50,27
pfnet,"",2017-01,695,337,109,213,36,29
pfnet,"",2017-02,1019,537,127,305,50,41
pfnet,"",2017-03,1019,552,121,316,30,41
zooniverse,"",2016-01,467,256,37,112,62,15
zooniverse,"",2016-02,497,307,34,97,59,15
zooniverse,"",2016-03,603,389,49,79,86,15
zooniverse,"",2016-04,797,488,80,156,73,22
zooniverse,"",2016-05,820,534,65,139,82,22
zooniverse,"",2016-06,627,342,69,165,51,22
zooniverse,"",2016-07,515,304,48,131,32,22
zooniverse,"",2016-08,644,435,57,106,46,22
zooniverse,"",2016-09,700,409,78,139,74,22
zooniverse,"",2016-10,421,215,51,125,30,24
zooniverse,"",2016-11,760,424,65,209,62,24
zooniverse,"",2016-12,426,251,49,103,23,24
zooniverse,"",2017-01,441,223,48,136,34,24
zooniverse,"",2017-02,416,200,57,131,28,24
zooniverse,"",2017-03,821,393,102,268,58,24
dotCMS,"",2016-01,286,28,66,168,24,15
dotCMS,"",2016-02,450,67,98,240,45,17
dotCMS,"",2016-03,399,69,90,193,47,17
dotCMS,"",2016-04,502,173,66,156,107,18
dotCMS,"",2016-05,628,252,76,171,129,24
dotCMS,"",2016-06,459,177,45,129,108,24
dotCMS,"",2016-07,513,191,64,164,94,24
dotCMS,"",2016-08,708,265,103,190,150,24
dotCMS,"",2016-09,509,187,48,165,109,24
dotCMS,"",2016-10,604,222,74,209,99,24
dotCMS,"",2016-11,647,207,68,237,135,25
dotCMS,"",2016-12,465,144,52,180,89,25
dotCMS,"",2017-01,819,297,105,289,128,25
dotCMS,"",2017-02,828,301,98,279,150,25
dotCMS,"",2017-03,1094,427,134,303,230,25
Dolibarr,"",2016-01,742,240,116,273,113,22
Dolibarr,"",2016-02,708,215,112,335,46,22
Dolibarr,"",2016-03,746,223,143,288,92,23
Dolibarr,"",2016-04,722,212,163,287,60,30
Dolibarr,"",2016-05,454,137,66,203,48,31
Dolibarr,"",2016-06,681,240,139,255,47,31
Dolibarr,"",2016-07,645,164,84,349,48,31
Dolibarr,"",2016-08,407,99,77,191,40,31
Dolibarr,"",2016-09,493,136,88,224,45,31
Dolibarr,"",2016-10,524,130,93,272,29,31
Dolibarr,"",2016-11,476,159,66,191,60,31
Dolibarr,"",2016-12,581,176,116,239,50,31
Dolibarr,"",2017-01,506,167,68,215,56,31
Dolibarr,"",2017-02,472,119,71,239,43,31
Dolibarr,"",2017-03,508,130,81,226,71,31
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-01,486,332,50,39,65,16
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-02,432,309,43,36,44,20
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-03,442,320,50,30,42,20
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-04,494,346,51,45,52,20
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-05,602,376,91,64,71,25
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-06,511,367,56,36,52,25
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-07,672,416,92,88,76,25
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-08,612,427,64,40,81,25
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-09,717,434,84,109,90,30
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-10,460,318,43,44,55,30
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-11,587,430,48,43,66,30
Google Protocol Buffers,developers.google.com/protocol-buffers,2016-12,555,365,64,62,64,30
Google Protocol Buffers,developers.google.com/protocol-buffers,2017-01,474,324,49,50,51,30
Google Protocol Buffers,developers.google.com/protocol-buffers,2017-02,577,420,55,39,63,30
Google Protocol Buffers,developers.google.com/protocol-buffers,2017-03,1018,787,80,70,81,30
playframework,"",2016-01,536,373,68,44,51,21
playframework,"",2016-02,1137,679,198,186,74,33
playframework,"",2016-03,1030,668,125,144,93,33
playframework,"",2016-04,740,469,95,121,55,36
playframework,"",2016-05,395,241,49,64,41,36
playframework,"",2016-06,485,305,78,70,32,36
playframework,"",2016-07,417,268,46,63,40,36
playframework,"",2016-08,651,406,101,100,44,36
playframework,"",2016-09,587,398,83,80,26,36
playframework,"",2016-10,303,187,39,48,29,36
playframework,"",2016-11,288,153,57,51,27,36
playframework,"",2016-12,353,216,53,58,26,36
playframework,"",2017-01,379,238,55,56,30,36
playframework,"",2017-02,392,236,62,60,34,36
playframework,"",2017-03,723,456,119,96,52,36
nim-lang,"",2016-01,613,384,43,91,95,21
nim-lang,"",2016-02,403,234,38,49,82,21
nim-lang,"",2016-03,425,255,52,63,55,22
nim-lang,"",2016-04,412,258,43,50,61,22
nim-lang,"",2016-05,523,294,59,92,78,34
nim-lang,"",2016-06,831,510,85,128,108,34
nim-lang,"",2016-07,427,211,57,96,63,34
nim-lang,"",2016-08,463,241,54,77,91,34
nim-lang,"",2016-09,579,305,74,121,79,34
nim-lang,"",2016-10,458,230,50,92,86,34
nim-lang,"",2016-11,368,174,48,89,57,34
nim-lang,"",2016-12,324,151,34,84,55,34
nim-lang,"",2017-01,602,321,73,137,71,34
nim-lang,"",2017-02,623,328,67,136,92,34
nim-lang,"",2017-03,695,362,91,151,91,39
rackerlabs,"",2016-01,1006,52,388,552,14,19
rackerlabs,"",2016-02,570,105,155,277,33,20
rackerlabs,"",2016-03,548,214,117,191,26,22
rackerlabs,"",2016-04,385,123,116,125,21,22
rackerlabs,"",2016-05,677,204,165,231,77,42
rackerlabs,"",2016-06,1022,287,185,500,50,42
rackerlabs,"",2016-07,517,247,73,138,59,42
rackerlabs,"",2016-08,531,210,88,202,31,42
rackerlabs,"",2016-09,332,127,64,114,27,42
rackerlabs,"",2016-10,206,97,34,53,22,42
rackerlabs,"",2016-11,361,158,64,99,40,42
rackerlabs,"",2016-12,305,193,43,50,19,42
rackerlabs,"",2017-01,493,321,48,90,34,42
rackerlabs,"",2017-02,382,229,54,64,35,42
rackerlabs,"",2017-03,367,245,39,65,18,42
Codeception,"",2016-01,441,285,32,79,45,16
Codeception,"",2016-02,475,269,49,98,59,19
